CPF,Valor da DAS
,"3411,33"
,"10373,3"
,"8174,03"
,"1620,88"
,"8174,03"
,"8174,03"
,"6223,98"
,"6223,98"
,"6223,98"
,"8174,03"
,"8174,03"
,"2064,45"
,"3411,33"
,"6223,98"
,"6223,98"
,"6223,98"
,"2064,45"
,"6223,98"
,"6223,98"
,"6223,98"
,"10373,3"
,"2064,45"
,"3440,75"
,"3440,75"
,"2064,45"
,"10166,94"
,"6223,98"
,"8174,03"
,"6223,98"
,"6223,98"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"2064,45"
,"2064,45"
,"8174,03"
,"3411,33"
,"2064,45"
,"1620,88"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"5685,55"
,"6223,98"
,"10373,3"
,"2064,45"
,"2064,45"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"6223,98"
,"3440,75"
,"2064,45"
,"5685,55"
,"8174,03"
,"8174,03"
,"8174,03"
,"8174,03"
,"3411,33"
,"3411,33"
,"2701,46"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"6223,98"
,"6223,98"
,"3411,33"
,"6223,98"
,"6223,98"
,"10373,3"
,"6223,98"
,"2701,46"
,"1620,88"
,"3411,33"
,"2701,46"
,"6223,98"
,"5685,55"
,"6223,98"
,"2064,45"
,"6223,98"
,"5685,55"
,"6223,98"
,"2701,46"
,"3411,33"
,"4321,01"
,"2701,46"
,"6223,98"
,"10373,3"
,"2701,46"
,"6223,98"
,"5685,55"
,"8174,03"
,"8174,03"
,"6223,98"
,"3411,33"
,"2701,46"
,"8174,03"
,"2064,45"
,"5685,55"
,"1620,88"
,"5685,55"
,"2064,45"
,"10373,3"
,"3440,75"
,"2701,46"
,"3440,75"
,"3411,33"
,"2701,46"
,"2064,45"
,"3440,75"
,"8174,03"
,"6223,98"
,"6223,98"
,"6223,98"
,"8174,03"
,"2701,46"
,"6223,98"
,"8174,03"
,"1620,88"
,"8174,03"
,"3411,33"
,"3411,33"
,"6223,98"
,"1620,88"
,"2701,46"
,"2064,45"
,"3411,33"
,"3411,33"
,"6223,98"
,"2701,46"
,"10373,3"
,"13623,39"
,"5685,55"
,"6223,98"
,"2064,45"
,"3411,33"
,"10166,94"
,"6223,98"
,"1620,88"
,"6223,98"
,"3440,75"
,"5685,55"
,"1620,88"
,"2701,46"
,"3440,75"
,"4189,01"
,"2064,45"
,"2064,45"
,"6223,98"
,"3411,33"
,"8174,03"
,"8174,03"
,"3411,33"
,"3411,33"
,"6223,98"
,"2064,45"
,"10166,94"
,"3411,33"
,"8174,03"
,"1620,88"
,"3411,33"
,"3411,33"
,"3411,33"
,"3411,33"
,"1620,88"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"6223,98"
,"2064,45"
,"2064,45"
,"8174,03"
,"2064,45"
,"3411,33"
,"6223,98"
,"3411,33"
,"2064,45"
,"2064,45"
,"6223,98"
,"6223,98"
,"13623,39"
,"3411,33"
,"8174,03"
,"3411,33"
,"1620,88"
,"2485,35"
,"6223,98"
,"2053,11"
,"6223,98"
,"3411,33"
,"6223,98"
,"10373,3"
,"6223,98"
,"6443,62"
,"2064,45"
,"3411,33"
,"2064,45"
,"6223,98"
,"2701,46"
,"1620,88"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"6223,98"
,"1620,88"
,"2064,45"
,"3411,33"
,"1620,88"
,"1620,88"
,"2701,46"
,"3440,75"
,"6846,37"
,"3411,33"
,"3440,75"
,"2701,46"
,"3440,75"
,"3440,75"
,"1620,88"
,"8174,03"
,"8174,03"
,"3411,33"
,"10373,3"
,"1620,88"
,"2064,45"
,"6223,98"
,"1620,88"
,"1620,88"
,"6223,98"
,"3411,33"
,"3440,75"
,"3440,75"
,"3411,33"
,"6223,98"
,"2064,45"
,"2064,45"
,"3411,33"
,"1620,88"
,"2701,46"
,"2064,45"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"2064,45"
,"5685,55"
,"5685,55"
,"1620,88"
,"6223,98"
,"1620,88"
,"6223,98"
,"3411,33"
,"7883,7"
,"2064,45"
,"8174,03"
,"2064,45"
,"6223,98"
,"3440,75"
,"2064,45"
,"2064,45"
,"3411,33"
,"6917,23"
,"3411,33"
,"8174,03"
,"2064,45"
,"5685,55"
,"2701,46"
,"3411,33"
,"6223,98"
,"5685,55"
,"6223,98"
,"3411,33"
,"6223,98"
,"2064,45"
,"3411,33"
,"3411,33"
,"6223,98"
,"3411,33"
,"10166,94"
,"3411,33"
,"2064,45"
,"3411,33"
,"6223,98"
,"3440,75"
,"2064,45"
,"2064,45"
,"2064,45"
,"2701,46"
,"2064,45"
,"10373,3"
,"5685,55"
,"5685,55"
,"6223,98"
,"2064,45"
,"2064,45"
,"6223,98"
,"8174,03"
,"3440,75"
,"2064,45"
,"2701,46"
,"6223,98"
,"2064,45"
,"3411,33"
,"3440,75"
,"6223,98"
,"6223,98"
,"6223,98"
,"2701,46"
,"1620,88"
,"5685,55"
,"5685,55"
,"3440,75"
,"5685,55"
,"3440,75"
,"6223,98"
,"2701,46"
,"8174,03"
,"3440,75"
,"3411,33"
,"2701,46"
,"2701,46"
,"3411,33"
,"2701,46"
,"1620,88"
,"3440,75"
,"1620,88"
,"3411,33"
,"2064,45"
,"1620,88"
,"1620,88"
,"3440,75"
,"3411,33"
,"10373,3"
,"2064,45"
,"2701,46"
,"10373,3"
,"3411,33"
,"2064,45"
,"2701,46"
,"2701,46"
,"2064,45"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"5685,55"
,"2701,46"
,"3411,33"
,"2064,45"
,"6223,98"
,"8174,03"
,"2064,45"
,"13623,39"
,"3440,75"
,"3411,33"
,"5685,55"
,"1620,88"
,"3440,75"
,"2701,46"
,"2971,6"
,"10373,3"
,"13623,39"
,"13623,39"
,"2701,46"
,"3440,75"
,"2202,08"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"6223,98"
,"2701,46"
,"2064,45"
,"8174,03"
,"1620,88"
,"6223,98"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"6223,98"
,"1620,88"
,"5685,55"
,"8174,03"
,"5685,55"
,"2701,46"
,"3440,75"
,"2064,45"
,"2064,45"
,"1620,88"
,"1620,88"
,"2701,46"
,"2064,45"
,"1620,88"
,"6223,98"
,"6223,98"
,"6223,98"
,"2064,45"
,"8174,03"
,"3411,33"
,"2701,46"
,"2701,46"
,"1620,88"
,"6223,98"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"8174,03"
,"3411,33"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"3411,33"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"2064,45"
,"5685,55"
,"6223,98"
,"2064,45"
,"6223,98"
,"5685,55"
,"8174,03"
,"8174,03"
,"5685,55"
,"2701,46"
,"3440,75"
,"2701,46"
,"2701,46"
,"5685,55"
,"8174,03"
,"5685,55"
,"10373,3"
,"5685,55"
,"3440,75"
,"2064,45"
,"2064,45"
,"2064,45"
,"6223,98"
,"6223,98"
,"3411,33"
,"6223,98"
,"2064,45"
,"6223,98"
,"2064,45"
,"6223,98"
,"5685,55"
,"5685,55"
,"2701,46"
,"6223,98"
,"3411,33"
,"2064,45"
,"8174,03"
,"10166,94"
,"8174,03"
,"2064,45"
,"1620,88"
,"3411,33"
,"5685,55"
,"6223,98"
,"3411,33"
,"5685,55"
,"5685,55"
,"5685,55"
,"10373,3"
,"8174,03"
,"10373,3"
,"3411,33"
,"2064,45"
,"2701,46"
,"10373,3"
,"13623,39"
,"2701,46"
,"2701,46"
,"10166,94"
,"3440,75"
,"5685,55"
,"2064,45"
,"3411,33"
,"3411,33"
,"6223,98"
,"2064,45"
,"2701,46"
,"3411,33"
,"2701,46"
,"2701,46"
,"8174,03"
,"8174,03"
,"10373,3"
,"5685,55"
,"10373,3"
,"3440,75"
,"10373,3"
,"5685,55"
,"10373,3"
,"3411,33"
,"3411,33"
,"3411,33"
,"2053,11"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"5685,55"
,"2064,45"
,"2701,46"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"3411,33"
,"10373,3"
,"2064,45"
,"3440,75"
,"3411,33"
,"2064,45"
,"2701,46"
,"3440,75"
,"13623,39"
,"5685,55"
,"3411,33"
,"3411,33"
,"10373,3"
,"2064,45"
,"6223,98"
,"3440,75"
,"8174,03"
,"6223,98"
,"10373,3"
,"3440,75"
,"5685,55"
,"2701,46"
,"3411,33"
,"2064,45"
,"6223,98"
,"2064,45"
,"1620,88"
,"6223,98"
,"2064,45"
,"2064,45"
,"2064,45"
,"3440,75"
,"3411,33"
,"2701,46"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"5685,55"
,"3411,33"
,"6223,98"
,"3440,75"
,"2064,45"
,"5685,55"
,"2064,45"
,"2701,46"
,"3440,75"
,"3440,75"
,"2701,46"
,"2701,46"
,"3440,75"
,"2701,46"
,"3440,75"
,"5685,55"
,"10373,3"
,"10166,94"
,"6223,98"
,"5685,55"
,"8174,03"
,"6223,98"
,"3440,75"
,"8174,03"
,"2064,45"
,"2064,45"
,"3440,75"
,"3440,75"
,"5685,55"
,"10373,3"
,"2701,46"
,"8174,03"
,"2064,45"
,"2701,46"
,"10373,3"
,"2701,46"
,"6223,98"
,"10373,3"
,"3899,52"
,"10166,94"
,"16944,9"
,"13623,39"
,"16944,9"
,"13623,39"
,"13623,39"
,"5685,55"
,"6223,98"
,"13623,39"
,"13623,39"
,"10373,3"
,"6223,98"
,"10373,3"
,"5685,55"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"3411,33"
,"10373,3"
,"3440,75"
,"5685,55"
,"10373,3"
,"12102,18"
,"10373,3"
,"10373,3"
,"10373,3"
,"10166,94"
,"13623,39"
,"5685,55"
,"8174,03"
,"13623,39"
,"10373,3"
,"10373,3"
,"13623,39"
,"13623,39"
,"10373,3"
,"10373,3"
,"16944,9"
,"10373,3"
,"3440,75"
,"5685,55"
,"10373,3"
,"13623,39"
,"13623,39"
,"5685,55"
,"6223,98"
,"2701,46"
,"2701,46"
,"8174,03"
,"10373,3"
,"3440,75"
,"13623,39"
,"2701,46"
,"6223,98"
,"10373,3"
,"6223,98"
,"10373,3"
,"10373,3"
,"5685,55"
,"10373,3"
,"10373,3"
,"10373,3"
,"10373,3"
,"5685,55"
,"1620,88"
,"1620,88"
,"5685,55"
,"10373,3"
,"2701,46"
,"3440,75"
,"10373,3"
,"5685,55"
,"2701,46"
,"13623,39"
,"10373,3"
,"4927,48"
,"3326,06"
,"11296,6"
,"2701,46"
,"2701,46"
,"2160,51"
,"3411,33"
,"3411,33"
,"5685,55"
,"8174,03"
,"3411,33"
,"6223,98"
,"10373,3"
,"3411,33"
,"6223,98"
,"8174,03"
,"8174,03"
,"2701,46"
,"3411,33"
,"6223,98"
,"10373,3"
,"6223,98"
,"10373,3"
,"5685,55"
,"1620,88"
,"8174,03"
,"5394,11"
,"3440,75"
,"8174,03"
,"3440,75"
,"10373,3"
,"3440,75"
,"3440,75"
,"2064,45"
,"3411,33"
,"2064,45"
,"5685,55"
,"2064,45"
,"5685,55"
,"3440,75"
,"3440,75"
,"10166,94"
,"8174,03"
,"10166,94"
,"6223,98"
,"6223,98"
,"10166,94"
,"5685,55"
,"5685,55"
,"6223,98"
,"3440,75"
,"10166,94"
,"5685,55"
,"6223,98"
,"10373,3"
,"2701,46"
,"6223,98"
,"2064,45"
,"2064,45"
,"6223,98"
,"2064,45"
,"3440,75"
,"6223,98"
,"2701,46"
,"3411,33"
,"2064,45"
,"3411,33"
,"3411,33"
,"2064,45"
,"10373,3"
,"3411,33"
,"3752,46"
,"3411,33"
,"2064,45"
,"8174,03"
,"8174,03"
,"3411,33"
,"3411,33"
,"2064,45"
,"6223,98"
,"3411,33"
,"3411,33"
,"2064,45"
,"2064,45"
,"8174,03"
,"8174,03"
,"3440,75"
,"8174,03"
,"3411,33"
,"3411,33"
,"7455,76"
,"8174,03"
,"3411,33"
,"2064,45"
,"6223,98"
,"3411,33"
,"3411,33"
,"5685,55"
,"3411,33"
,"1513,93"
,"2701,46"
,"2701,46"
,"2701,46"
,"10373,3"
,"6223,98"
,"1620,88"
,"8174,03"
,"5685,55"
,"10373,3"
,"2701,46"
,"8174,03"
,"10166,94"
,"3440,75"
,"2064,45"
,"5685,55"
,"8174,03"
,"3440,75"
,"3440,75"
,"13623,39"
,"3411,33"
,"3411,33"
,"2064,45"
,"8174,03"
,"10373,3"
,"8174,03"
,"8174,03"
,"3411,33"
,"8174,03"
,"1620,88"
,"3411,33"
,"1620,88"
,"2064,45"
,"2064,45"
,"2064,45"
,"10373,3"
,"2133,26"
,"18052,07"
,"2701,46"
,"2701,46"
,"10373,3"
,"5685,55"
,"13623,39"
,"5685,55"
,"6223,98"
,"10373,3"
,"8174,03"
,"10373,3"
,"5685,55"
,"3440,75"
,"3411,33"
,"2064,45"
,"5685,55"
,"3440,75"
,"8174,03"
,"2701,46"
,"5685,55"
,"2064,45"
,"2701,46"
,"3440,75"
,"3411,33"
,"8174,03"
,"1620,88"
,"3411,33"
,"6223,98"
,"3411,33"
,"5755,2"
,"2064,45"
,"2064,45"
,"1620,88"
,"3440,75"
,"1789,19"
,"2064,45"
,"2064,45"
,"2701,46"
,"10373,3"
,"2064,45"
,"8174,03"
,"6223,98"
,"1620,88"
,"3411,33"
,"8174,03"
,"5685,55"
,"2064,45"
,"6223,98"
,"3411,33"
,"10373,3"
,"3440,75"
,"2701,46"
,"8174,03"
,"5685,55"
,"6223,98"
,"3440,75"
,"6223,98"
,"2064,45"
,"10373,3"
,"3411,33"
,"2064,45"
,"5685,55"
,"8174,03"
,"6223,98"
,"3411,33"
,"6223,98"
,"10373,3"
,"2701,46"
,"2701,46"
,"2064,45"
,"4817,04"
,"3440,75"
,"8174,03"
,"3411,33"
,"13623,39"
,"2064,45"
,"2701,46"
,"10373,3"
,"3411,33"
,"10166,94"
,"3440,75"
,"6223,98"
,"6223,98"
,"5685,55"
,"6223,98"
,"6223,98"
,"3411,33"
,"6223,98"
,"10166,94"
,"6223,98"
,"3411,33"
,"2064,45"
,"6223,98"
,"2701,46"
,"3411,33"
,"10373,3"
,"3411,33"
,"5685,55"
,"2701,46"
,"2133,26"
,"2701,46"
,"2064,45"
,"5685,55"
,"2701,46"
,"8446,5"
,"3411,33"
,"8174,03"
,"3525,04"
,"6223,98"
,"6223,98"
,"6223,98"
,"16944,9"
,"8174,03"
,"6223,98"
,"5685,55"
,"6223,98"
,"3411,33"
,"5685,55"
,"3411,33"
,"1620,88"
,"3440,75"
,"3411,33"
,"6223,98"
,"8174,03"
,"6223,98"
,"3411,33"
,"8174,03"
,"3411,33"
,"6223,98"
,"3440,75"
,"6223,98"
,"2064,45"
,"6223,98"
,"6223,98"
,"2064,45"
,"8174,03"
,"6223,98"
,"3411,33"
,"2064,45"
,"3411,33"
,"6223,98"
,"10719,08"
,"6223,98"
,"3411,33"
,"6223,98"
,"8174,03"
,"2064,45"
,"2064,45"
,"1620,88"
,"3411,33"
,"1376,3"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"2064,45"
,"6223,98"
,"2064,45"
,"6223,98"
,"3411,33"
,"2064,45"
,"3411,33"
,"2064,45"
,"8174,03"
,"2064,45"
,"5685,55"
,"6223,98"
,"6223,98"
,"8174,03"
,"3411,33"
,"2064,45"
,"3440,75"
,"3411,33"
,"3411,33"
,"6223,98"
,"2064,45"
,"10373,3"
,"5685,55"
,"1620,88"
,"1620,88"
,"3440,75"
,"6223,98"
,"5685,55"
,"3411,33"
,"2064,45"
,"3411,33"
,"6223,98"
,"1620,88"
,"2064,45"
,"6223,98"
,"2064,45"
,"3411,33"
,"1620,88"
,"2064,45"
,"8174,03"
,"2064,45"
,"10373,3"
,"6223,98"
,"3440,75"
,"5685,55"
,"1620,88"
,"3411,33"
,"3411,33"
,"6223,98"
,"2701,46"
,"2064,45"
,"6223,98"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"5685,55"
,"3411,33"
,"3411,33"
,"2701,46"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"1620,88"
,"6223,98"
,"3411,33"
,"2064,45"
,"2064,45"
,"6223,98"
,"2064,45"
,"2064,45"
,"3411,33"
,"3411,33"
,"3440,75"
,"5685,55"
,"2064,45"
,"1376,3"
,"3411,33"
,"2701,46"
,"2701,46"
,"2064,45"
,"2064,45"
,"3411,33"
,"3411,33"
,"5685,55"
,"3411,33"
,"2064,45"
,"3411,33"
,"13623,39"
,"5685,55"
,"10373,3"
,"2701,46"
,"2701,46"
,"5685,55"
,"6223,98"
,"2701,46"
,"2701,46"
,"5685,55"
,"3440,75"
,"3411,33"
,"3440,75"
,"5685,55"
,"6223,98"
,"3411,33"
,"10373,3"
,"3411,33"
,"1620,88"
,"2064,45"
,"10373,3"
,"3440,75"
,"3440,75"
,"2064,45"
,"3411,33"
,"2064,45"
,"3411,33"
,"2064,45"
,"2064,45"
,"6223,98"
,"2064,45"
,"3440,75"
,"2064,45"
,"2064,45"
,"3440,75"
,"1789,19"
,"2064,45"
,"2701,46"
,"3411,33"
,"1620,88"
,"8713,57"
,"8174,03"
,"6223,98"
,"2064,45"
,"6223,98"
,"3411,33"
,"1620,88"
,"1620,88"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"2064,45"
,"6223,98"
,"6223,98"
,"5685,55"
,"3411,33"
,"3440,75"
,"6223,98"
,"2701,46"
,"5685,55"
,"5685,55"
,"3411,33"
,"3411,33"
,"6223,98"
,"3440,75"
,"5685,55"
,"3411,33"
,"5685,55"
,"3411,33"
,"5685,55"
,"2701,46"
,"3440,75"
,"3411,33"
,"2064,45"
,"1620,88"
,"6223,98"
,"5685,55"
,"2701,46"
,"3411,33"
,"1404,76"
,"5685,55"
,"2701,46"
,"2701,46"
,"5685,55"
,"2064,45"
,"10373,3"
,"3440,75"
,"3440,75"
,"2701,46"
,"3440,75"
,"6223,98"
,"3440,75"
,"8174,03"
,"8174,03"
,"16944,9"
,"16944,9"
,"6223,98"
,"10373,3"
,"10373,3"
,"2701,46"
,"13623,39"
,"6223,98"
,"1620,88"
,"10373,3"
,"2701,46"
,"5685,55"
,"10373,3"
,"2701,46"
,"6223,98"
,"5685,55"
,"6223,98"
,"5685,55"
,"6223,98"
,"6223,98"
,"6223,98"
,"2701,46"
,"6223,98"
,"2701,46"
,"10373,3"
,"5685,55"
,"5685,55"
,"6223,98"
,"5685,55"
,"6223,98"
,"2701,46"
,"2701,46"
,"14164,56"
,"1620,88"
,"3440,75"
,"10373,3"
,"10373,3"
,"3440,75"
,"6223,98"
,"3440,75"
,"3440,75"
,"5685,55"
,"2701,46"
,"2701,46"
,"3440,75"
,"5685,55"
,"3440,75"
,"3440,75"
,"5685,55"
,"3440,75"
,"10373,3"
,"2701,46"
,"2064,45"
,"3440,75"
,"5685,55"
,"2701,46"
,"3411,33"
,"10373,3"
,"2701,46"
,"3411,33"
,"3440,75"
,"5685,55"
,"14077,51"
,1837
,"4927,48"
,"4169,4"
,"2408,53"
,"10373,3"
,"10373,3"
,"2701,46"
,"3440,75"
,"5685,55"
,"2701,46"
,"8174,03"
,"5685,55"
,"6223,98"
,"3411,33"
,"6223,98"
,"2701,46"
,"3411,33"
,"6223,98"
,"3411,33"
,"5685,55"
,"2701,46"
,"5685,55"
,"3440,75"
,"3440,75"
,"6223,98"
,"9571,33"
,"3411,33"
,"5685,55"
,"5685,55"
,"5685,55"
,"5685,55"
,"5685,55"
,"3411,33"
,"1620,88"
,"10373,3"
,"5685,55"
,"13623,39"
,"16944,9"
,"5685,55"
,"3411,33"
,"3440,75"
,"2064,45"
,"13623,39"
,"3411,33"
,"2064,45"
,"1620,88"
,"13623,39"
,"3411,33"
,"6223,98"
,"10373,3"
,"3411,33"
,"2064,45"
,"8174,03"
,"13623,39"
,"4548,44"
,"2064,45"
,"3440,75"
,"13623,39"
,"10373,3"
,"6223,98"
,"3411,33"
,"2064,45"
,"1620,88"
,"2064,45"
,"5685,55"
,"3411,33"
,"1620,88"
,"2064,45"
,"2064,45"
,"3411,33"
,"3411,33"
,"6223,98"
,"16944,9"
,"5685,55"
,"1620,88"
,"2064,45"
,"5685,55"
,"3411,33"
,"8174,03"
,"5685,55"
,"3411,33"
,"8174,03"
,"3411,33"
,"13623,39"
,"5685,55"
,"8174,03"
,"3096,68"
,"3411,33"
,"8174,03"
,"11623,37"
,"5685,55"
,"2701,46"
,"10373,3"
,"5685,55"
,"5685,55"
,"2701,46"
,"10373,3"
,"3411,33"
,"2701,46"
,"1620,88"
,"5685,55"
,"5685,55"
,"10373,3"
,"5685,55"
,"13623,39"
,"10373,3"
,"13623,39"
,"5685,55"
,"7336,68"
,"2064,45"
,"2064,45"
,"1710,92"
,"6223,98"
,"2064,45"
,"3411,33"
,"5685,55"
,"8174,03"
,"13623,39"
,"10373,3"
,"10373,3"
,"5685,55"
,"4045,69"
,"10373,3"
,"3440,75"
,"10373,3"
,"10373,3"
,"3411,33"
,"16944,9"
,"3411,33"
,"8174,03"
,"2270,89"
,"2306,62"
,"10373,3"
,"2501,64"
,"5685,55"
,"6223,98"
,"2064,45"
,"1620,88"
,"10373,3"
,"2064,45"
,"1620,88"
,"2064,45"
,"6223,98"
,"8174,03"
,"2064,45"
,"8174,03"
,"2064,45"
,"3440,75"
,"8174,03"
,"3440,75"
,"6223,98"
,"3411,33"
,"8174,03"
,"5685,55"
,"16944,9"
,"6223,98"
,"6223,98"
,"10373,3"
,"5685,55"
,"1620,88"
,"2701,46"
,"10373,3"
,"3440,75"
,"2701,46"
,"13623,39"
,"3440,75"
,"2701,46"
,"3440,75"
,"2064,45"
,"2064,45"
,"1620,88"
,"2701,46"
,"13623,39"
,"3411,33"
,"10373,3"
,"3411,33"
,"13623,39"
,"2064,45"
,"2064,45"
,"1620,88"
,"6223,98"
,"6223,98"
,"3411,33"
,"8174,03"
,"8174,03"
,"5685,55"
,"10166,94"
,"10373,3"
,"3411,33"
,"5685,55"
,"1620,88"
,"3411,33"
,"7053,84"
,"3411,33"
,"3411,33"
,"10373,3"
,"13623,39"
,"8174,03"
,"2064,45"
,"8174,03"
,"3440,75"
,"3411,33"
,"10373,3"
,"1620,88"
,"3440,75"
,"2701,46"
,"10373,3"
,"6223,98"
,"3440,75"
,"16944,9"
,"2064,45"
,"10373,3"
,"3440,75"
,"2701,46"
,"10373,3"
,"3411,33"
,"5685,55"
,"3411,33"
,"10373,3"
,"13623,39"
,"13623,39"
,"2701,46"
,"3440,75"
,"6223,98"
,"3440,75"
,"3411,33"
,"13623,39"
,"1744,77"
,"5685,55"
,"10166,94"
,"3440,75"
,"6223,98"
,"6223,98"
,"16944,9"
,"8174,03"
,"5685,55"
,"5685,55"
,"10373,3"
,"2064,45"
,"10373,3"
,"6223,98"
,"6223,98"
,"10373,3"
,"6223,98"
,"6223,98"
,"3411,33"
,"6223,98"
,"5685,55"
,"7770,25"
,"10166,94"
,"3411,33"
,"6223,98"
,"8694,04"
,"3440,75"
,"8174,03"
,"2701,46"
,"3411,33"
,"2701,46"
,"2064,45"
,"10373,3"
,"5685,55"
,"3411,33"
,"18074,56"
,"6223,98"
,"15214,17"
,0
,"10373,3"
,"1620,88"
,"9335,97"
,"3411,33"
,"3411,33"
,"6223,98"
,"8174,03"
,"2064,45"
,"3411,33"
,"10373,3"
,"8174,03"
,"10373,3"
,"6223,98"
,"6223,98"
,"3440,75"
,"2064,45"
,"5685,55"
,"5685,55"
,"3411,33"
,"6223,98"
,"5685,55"
,"6223,98"
,"3411,33"
,"6223,98"
,"3411,33"
,"3440,75"
,"3411,33"
,"2701,46"
,"8174,03"
,"2898,6"
,"3411,33"
,"6223,98"
,"2064,45"
,"2701,46"
,"10166,94"
,"3411,33"
,"10166,94"
,"2701,46"
,"3411,33"
,"3411,33"
,"2064,45"
,"2701,46"
,"5685,55"
,"6223,98"
,"5685,55"
,"8174,03"
,"5685,55"
,"6223,98"
,"6935,62"
,"5685,55"
,"2064,45"
,"16944,9"
,"2064,45"
,"3411,33"
,"3530,69"
,"3411,33"
,"8174,03"
,"6223,98"
,"3411,33"
,"6223,98"
,"3411,33"
,"7959,77"
,"6586,19"
,"2064,45"
,"2064,45"
,"10373,3"
,"8174,03"
,"8174,03"
,"6223,98"
,"2064,45"
,"10844,73"
,"10373,3"
,"8174,03"
,"8174,03"
,"3411,33"
,"6223,98"
,"4161,37"
,"6223,98"
,"5685,55"
,"5685,55"
,"10373,3"
,"3411,33"
,"2064,45"
,"4161,37"
,"8174,03"
,"3411,33"
,"2064,45"
,"2701,46"
,"3411,33"
,"3411,33"
,"10373,3"
,"13623,39"
,"10373,3"
,"6223,98"
,"10373,3"
,"6223,98"
,"11239,99"
,"10373,3"
,"3411,33"
,"3440,75"
,"10373,3"
,"5685,55"
,"3411,33"
,"6223,98"
,"8174,03"
,"8174,03"
,"3411,33"
,"1620,88"
,"15893,95"
,"1777,79"
,"5685,55"
,"8174,03"
,"3440,75"
,"2701,46"
,"10373,3"
,"2701,46"
,"3411,33"
,"3411,33"
,"2701,46"
,"2064,45"
,"8174,03"
,"7261,31"
,"6223,98"
,"2064,45"
,"3770,5"
,"10373,3"
,"3411,33"
,"3440,75"
,"3411,33"
,"2064,45"
,"13623,39"
,"2064,45"
,"10373,3"
,"3411,33"
,"3411,33"
,"2064,45"
,"5685,55"
,"13623,39"
,"3411,33"
,"5685,55"
,"3440,75"
,"13623,39"
,"6223,98"
,"10373,3"
,"2064,45"
,"6223,98"
,"8174,03"
,"3411,33"
,"3440,75"
,"3888,78"
,"6223,98"
,"8174,03"
,"4702,35"
,"6501,28"
,"5685,55"
,"6223,98"
,"14490,08"
,"1620,88"
,"10166,94"
,"2064,45"
,"13623,39"
,"2064,45"
,"10373,3"
,"3440,75"
,"6743,99"
,"6223,98"
,"10166,94"
,"2064,45"
,"2064,45"
,"2064,45"
,"3411,33"
,"5685,55"
,"6223,98"
,"6935,62"
,"6223,98"
,"2701,46"
,"3440,75"
,"1620,88"
,"3411,33"
,"2701,46"
,"2064,45"
,"10373,3"
,"3411,33"
,"13623,39"
,"6223,98"
,"3411,33"
,"5685,55"
,"14490,08"
,"3440,75"
,"10373,3"
,"1620,88"
,"16944,9"
,"3411,33"
,"5685,55"
,"3440,75"
,"5685,55"
,"2701,46"
,0
,"6223,98"
,"3440,75"
,"6284,16"
,"6223,98"
,"1620,88"
,"8174,03"
,"5685,55"
,"2064,45"
,"2306,62"
,"2701,46"
,"10373,3"
,"9068,31"
,"2701,46"
,"2367,16"
,"2064,45"
,"3440,75"
,"2064,45"
,"13623,39"
,"2064,45"
,"1620,88"
,"3411,33"
,"1620,88"
,"1620,88"
,"6223,98"
,"8174,03"
,"8174,03"
,"6223,98"
,"6223,98"
,"2064,45"
,"2064,45"
,"3440,75"
,"1620,88"
,"13623,39"
,"10373,3"
,"3440,75"
,"3440,75"
,"3411,33"
,"8174,03"
,"5685,55"
,"6223,98"
,"3411,33"
,"6223,98"
,"3440,75"
,"7608,38"
,"10373,3"
,"8174,03"
,"10373,3"
,"5685,55"
,"2701,46"
,"3411,33"
,"6223,98"
